Date,Quantity Sold (kg),Unit Price (NGN),Total Sales Value (NGN),Opening Stock (kg),Closing Stock (kg),Restocked Quantity (kg),Supplier Name,Supplier Cost (NGN),Transport Cost (NGN),Store Location,Season
9/30/2009,74,223,16493,130,59,71,Kaduna Suppliers,162,9648,Ibadan,Rainy Season
10/1/2009,195,122,23853,273,122,151,Kaduna Suppliers,92,6817,"Abuja, Wuse",Dry Season
10/2/2009,193,138,26702,210,19,191,Ogun Growers,110,6591,"Lagos, Yaba",Dry Season
10/3/2009,115,160,18372,136,45,91,Kaduna Suppliers,112,7765,"Abuja, Wuse",Dry Season
10/4/2009,159,164,26119,202,130,72,Jigawa Farm,140,4285,Ibadan,Dry Season
10/5/2009,291,160,46575,173,-101,274,Kaduna Suppliers,139,6954,"Abuja, Wuse",Dry Season
10/6/2009,189,172,32485,183,75,108,Jigawa Farm,148,4276,"Kano, Sabon Gari",Dry Season
10/7/2009,166,158,26298,103,-32,135,Kaduna Suppliers,142,4726,"Lagos, Yaba",Dry Season
10/8/2009,261,149,38796,129,-118,247,Ogun Growers,124,3800,"Lagos, Yaba",Dry Season
10/9/2009,281,177,49715,126,-143,269,Kaduna Suppliers,127,6055,"Kano, Sabon Gari",Dry Season
10/10/2009,186,168,31330,181,82,99,Ogun Growers,142,5145,Port Harcourt,Dry Season
10/11/2009,169,140,23683,177,46,131,Jigawa Farm,109,8500,"Abuja, Wuse",Dry Season
10/12/2009,243,133,32289,127,-115,242,Jigawa Farm,115,8203,"Abuja, Wuse",Dry Season
10/13/2009,261,148,38738,122,-113,235,Local Farmer,117,5765,"Abuja, Wuse",Dry Season
10/14/2009,264,179,47168,106,-105,211,Jigawa Farm,139,6238,"Lagos, Yaba",Dry Season
10/15/2009,114,145,16473,160,84,76,Jigawa Farm,114,9810,"Abuja, Wuse",Dry Season
10/16/2009,268,176,47271,154,-42,196,Kaduna Suppliers,156,8034,Ibadan,Dry Season
10/17/2009,121,160,19311,251,172,79,Ogun Growers,135,8332,"Lagos, Yaba",Dry Season
10/18/2009,178,128,22741,103,-15,118,Local Farmer,97,8449,Port Harcourt,Dry Season
10/19/2009,273,166,45253,198,17,181,Local Farmer,127,8583,"Abuja, Wuse",Dry Season
10/20/2009,254,155,39446,257,102,155,Local Farmer,131,6786,Port Harcourt,Dry Season
10/21/2009,215,171,36794,260,58,202,Ogun Growers,136,6354,Port Harcourt,Dry Season
10/22/2009,174,152,26476,253,115,138,Ogun Growers,123,7409,Port Harcourt,Dry Season
10/23/2009,272,149,40395,229,0,229,Ogun Growers,118,6272,Port Harcourt,Dry Season
10/24/2009,286,180,51429,256,22,234,Ogun Growers,133,9567,"Abuja, Wuse",Dry Season
10/25/2009,235,150,35159,127,-24,151,Ogun Growers,128,4466,Port Harcourt,Dry Season
10/26/2009,103,147,15126,221,123,98,Local Farmer,109,5004,"Lagos, Yaba",Dry Season
10/27/2009,109,171,18629,189,174,15,Ogun Growers,147,6406,"Abuja, Wuse",Dry Season
10/28/2009,253,152,38537,280,61,219,Kaduna Suppliers,128,7919,"Lagos, Yaba",Dry Season
10/29/2009,297,171,50905,217,-31,248,Jigawa Farm,128,8901,Port Harcourt,Dry Season
10/30/2009,171,176,30115,240,103,137,Jigawa Farm,147,6307,"Lagos, Yaba",Dry Season
10/31/2009,195,128,24953,248,66,182,Ogun Growers,109,6746,Ibadan,Dry Season
11/1/2009,287,134,38560,148,-131,279,Ogun Growers,102,6788,"Kano, Sabon Gari",Dry Season
11/2/2009,141,164,23152,219,148,71,Ogun Growers,147,5498,"Lagos, Yaba",Dry Season
11/3/2009,204,172,35108,140,17,123,Jigawa Farm,144,3611,"Kano, Sabon Gari",Dry Season
11/4/2009,188,162,30412,267,97,170,Local Farmer,135,7457,"Kano, Sabon Gari",Dry Season
11/5/2009,113,166,18710,123,30,93,Jigawa Farm,146,4464,Port Harcourt,Dry Season
11/6/2009,256,153,39062,271,41,230,Jigawa Farm,120,9335,"Abuja, Wuse",Dry Season
11/7/2009,154,162,24897,268,164,104,Local Farmer,133,5035,"Abuja, Wuse",Dry Season
11/8/2009,116,130,15098,150,79,71,Kaduna Suppliers,100,5440,Port Harcourt,Dry Season
11/9/2009,254,125,31782,138,-112,250,Kaduna Suppliers,98,9424,"Lagos, Yaba",Dry Season
11/10/2009,171,169,28860,132,-30,162,Ogun Growers,119,5425,"Lagos, Yaba",Dry Season
11/11/2009,157,144,22662,150,74,76,Local Farmer,110,4854,"Kano, Sabon Gari",Dry Season
11/12/2009,178,176,31318,195,113,82,Kaduna Suppliers,139,6574,"Abuja, Wuse",Dry Season
11/13/2009,190,158,30027,131,-10,141,Jigawa Farm,122,3185,Ibadan,Dry Season
11/14/2009,132,172,22726,127,18,109,Ogun Growers,142,4296,"Kano, Sabon Gari",Dry Season
11/15/2009,230,142,32707,224,42,182,Kaduna Suppliers,103,5251,"Kano, Sabon Gari",Dry Season
11/16/2009,141,135,19073,177,117,60,Ogun Growers,112,4126,"Kano, Sabon Gari",Dry Season
11/17/2009,178,151,26795,177,52,125,Ogun Growers,111,8254,"Abuja, Wuse",Dry Season
11/18/2009,168,131,22014,212,76,136,Kaduna Suppliers,100,7498,Port Harcourt,Dry Season
11/19/2009,295,153,45246,154,-101,255,Jigawa Farm,132,4812,"Abuja, Wuse",Dry Season
11/20/2009,297,150,44660,158,-79,237,Ogun Growers,120,8198,Ibadan,Dry Season
11/21/2009,253,152,38364,110,-102,212,Local Farmer,122,4048,"Lagos, Yaba",Dry Season
11/22/2009,169,125,21107,126,-7,133,Kaduna Suppliers,96,8757,Ibadan,Dry Season
11/23/2009,223,170,37979,213,32,181,Ogun Growers,129,5413,Ibadan,Dry Season
11/24/2009,101,163,16504,262,228,34,Kaduna Suppliers,131,6558,"Kano, Sabon Gari",Dry Season
11/25/2009,108,129,13902,238,209,29,Ogun Growers,98,3719,"Lagos, Yaba",Dry Season
11/26/2009,211,151,31909,271,71,200,Kaduna Suppliers,129,8883,"Kano, Sabon Gari",Dry Season
11/27/2009,193,179,34495,172,2,170,Ogun Growers,140,3812,"Lagos, Yaba",Dry Season
11/28/2009,224,133,29890,287,107,180,Jigawa Farm,106,4491,Port Harcourt,Dry Season
11/29/2009,153,155,23716,262,158,104,Jigawa Farm,135,6756,Port Harcourt,Dry Season
11/30/2009,192,172,32999,228,80,148,Kaduna Suppliers,141,7295,"Abuja, Wuse",Dry Season
12/1/2009,104,142,14748,192,170,22,Kaduna Suppliers,124,5080,Ibadan,Dry Season
12/2/2009,159,121,19266,148,-7,155,Local Farmer,109,4580,"Abuja, Wuse",Dry Season
12/3/2009,277,145,40056,167,-13,180,Ogun Growers,126,4265,Ibadan,Dry Season
12/4/2009,111,172,19132,148,37,111,Jigawa Farm,133,7723,"Kano, Sabon Gari",Dry Season
12/5/2009,110,122,13467,232,196,36,Local Farmer,90,6154,Port Harcourt,Dry Season
12/6/2009,173,176,30500,179,18,161,Kaduna Suppliers,128,5021,"Kano, Sabon Gari",Dry Season
12/7/2009,108,144,15524,224,180,44,Local Farmer,122,8682,Ibadan,Dry Season
12/8/2009,245,168,41161,221,53,168,Jigawa Farm,141,5970,"Lagos, Yaba",Dry Season
12/9/2009,281,175,49145,163,-65,228,Jigawa Farm,132,5216,Port Harcourt,Dry Season
12/10/2009,180,175,31450,241,92,149,Kaduna Suppliers,150,5420,"Lagos, Yaba",Dry Season
12/11/2009,128,123,15763,161,128,33,Jigawa Farm,109,4261,Port Harcourt,Dry Season
12/12/2009,191,138,26433,261,89,172,Ogun Growers,122,3024,"Abuja, Wuse",Dry Season
12/13/2009,106,138,14642,159,139,20,Kaduna Suppliers,119,8059,Ibadan,Dry Season
12/14/2009,235,141,33165,107,-59,166,Ogun Growers,111,9941,"Abuja, Wuse",Dry Season
12/15/2009,299,177,52941,197,-64,261,Jigawa Farm,136,7106,"Abuja, Wuse",Dry Season
12/16/2009,118,156,18442,101,79,22,Jigawa Farm,119,7034,"Kano, Sabon Gari",Dry Season
12/17/2009,294,124,36368,154,-42,196,Kaduna Suppliers,109,5271,"Kano, Sabon Gari",Dry Season
12/18/2009,258,148,38229,276,85,191,Kaduna Suppliers,119,8955,"Abuja, Wuse",Dry Season
12/19/2009,178,131,23265,242,90,152,Kaduna Suppliers,116,3915,"Lagos, Yaba",Dry Season
12/20/2009,294,154,45412,217,-61,278,Jigawa Farm,127,5554,"Lagos, Yaba",Dry Season
12/21/2009,266,121,32139,167,-33,200,Ogun Growers,94,5773,"Lagos, Yaba",Dry Season
12/22/2009,289,135,39090,183,-55,238,Local Farmer,98,6749,"Kano, Sabon Gari",Dry Season
12/23/2009,147,120,17645,105,-33,138,Local Farmer,105,4392,"Lagos, Yaba",Dry Season
12/24/2009,204,133,27162,288,181,107,Kaduna Suppliers,117,8005,Port Harcourt,Dry Season
12/25/2009,174,173,30058,204,114,90,Ogun Growers,128,9951,"Kano, Sabon Gari",Dry Season
12/26/2009,192,148,28412,225,126,99,Ogun Growers,109,7540,"Lagos, Yaba",Dry Season
12/27/2009,272,123,33340,224,10,214,Local Farmer,89,6444,"Kano, Sabon Gari",Dry Season
12/28/2009,172,157,26974,232,125,107,Local Farmer,138,4101,"Kano, Sabon Gari",Dry Season
12/29/2009,187,177,33153,115,-51,166,Ogun Growers,155,4470,Port Harcourt,Dry Season
12/30/2009,106,145,15351,190,88,102,Jigawa Farm,127,8784,Port Harcourt,Dry Season
12/31/2009,108,146,15736,115,11,104,Kaduna Suppliers,110,5087,"Kano, Sabon Gari",Dry Season
1/1/2010,247,135,33287,259,34,225,Kaduna Suppliers,107,6912,Port Harcourt,Dry Season
1/2/2010,166,159,26461,261,147,114,Kaduna Suppliers,137,9700,"Abuja, Wuse",Dry Season
1/3/2010,263,158,41521,136,-115,251,Jigawa Farm,133,7203,"Lagos, Yaba",Dry Season
1/4/2010,192,134,25640,289,148,141,Local Farmer,111,6599,"Abuja, Wuse",Dry Season
1/5/2010,224,148,33234,208,23,185,Jigawa Farm,108,4764,Ibadan,Dry Season
1/6/2010,117,150,17516,241,205,36,Ogun Growers,128,9489,"Kano, Sabon Gari",Dry Season
1/7/2010,232,139,32246,162,16,146,Ogun Growers,100,5119,"Kano, Sabon Gari",Dry Season
1/8/2010,293,161,47306,132,-111,243,Jigawa Farm,129,8772,"Abuja, Wuse",Dry Season
1/9/2010,258,144,37121,182,-60,242,Jigawa Farm,104,8319,Ibadan,Dry Season
1/10/2010,205,159,32561,179,33,146,Local Farmer,126,6056,"Lagos, Yaba",Dry Season
1/11/2010,255,144,36794,179,-51,230,Kaduna Suppliers,111,5947,"Lagos, Yaba",Dry Season
1/12/2010,134,182,24406,155,97,58,Ogun Growers,162,3983,"Kano, Sabon Gari",Dry Season
1/13/2010,118,152,17965,251,183,68,Local Farmer,113,5382,Port Harcourt,Dry Season
1/14/2010,283,175,49430,209,-11,220,Ogun Growers,128,7776,Ibadan,Dry Season
1/15/2010,151,183,27571,169,72,97,Local Farmer,164,5789,"Abuja, Wuse",Dry Season
1/16/2010,249,146,36316,227,3,224,Jigawa Farm,105,3786,"Abuja, Wuse",Dry Season
1/17/2010,170,157,26710,285,116,169,Kaduna Suppliers,111,6993,"Abuja, Wuse",Dry Season
1/18/2010,137,136,18689,243,174,69,Jigawa Farm,110,5359,Ibadan,Dry Season
1/19/2010,107,159,17029,113,43,70,Ogun Growers,143,7769,"Kano, Sabon Gari",Dry Season
1/20/2010,169,155,26273,262,103,159,Local Farmer,130,8044,"Lagos, Yaba",Dry Season
1/21/2010,131,180,23605,125,49,76,Ogun Growers,129,5424,"Abuja, Wuse",Dry Season
1/22/2010,276,160,44058,264,40,224,Local Farmer,120,4889,"Kano, Sabon Gari",Dry Season
1/23/2010,145,173,25028,151,86,65,Kaduna Suppliers,130,6829,Port Harcourt,Dry Season
1/24/2010,224,162,36346,231,76,155,Local Farmer,133,6801,"Abuja, Wuse",Dry Season
1/25/2010,185,185,34143,256,76,180,Ogun Growers,140,7202,"Lagos, Yaba",Dry Season
1/26/2010,262,149,39131,231,16,215,Jigawa Farm,115,8809,"Lagos, Yaba",Dry Season
1/27/2010,198,166,32809,210,81,129,Ogun Growers,133,7375,"Abuja, Wuse",Dry Season
1/28/2010,228,150,34222,229,10,219,Kaduna Suppliers,105,8096,"Kano, Sabon Gari",Dry Season
1/29/2010,113,152,17163,197,145,52,Ogun Growers,118,5132,Port Harcourt,Dry Season
1/30/2010,184,164,30167,298,195,103,Kaduna Suppliers,135,5343,"Lagos, Yaba",Dry Season
1/31/2010,255,186,47388,138,-96,234,Jigawa Farm,140,6675,"Abuja, Wuse",Dry Season
2/1/2010,228,141,32171,121,-56,177,Ogun Growers,122,9608,Port Harcourt,Dry Season
2/2/2010,136,141,19152,222,133,89,Ogun Growers,107,5714,"Kano, Sabon Gari",Dry Season
2/3/2010,223,167,37228,210,-12,222,Local Farmer,128,3514,"Abuja, Wuse",Dry Season
2/4/2010,263,139,36613,253,53,200,Jigawa Farm,115,4813,"Abuja, Wuse",Dry Season
2/5/2010,204,165,33687,232,101,131,Kaduna Suppliers,128,3977,"Abuja, Wuse",Dry Season
2/6/2010,100,167,16651,229,188,41,Local Farmer,131,8203,"Abuja, Wuse",Dry Season
2/7/2010,185,183,33888,250,130,120,Ogun Growers,142,5464,"Lagos, Yaba",Dry Season
2/8/2010,144,145,20859,104,-24,128,Ogun Growers,123,7504,"Abuja, Wuse",Dry Season
2/9/2010,104,130,13477,139,128,11,Ogun Growers,116,3070,"Lagos, Yaba",Dry Season
2/10/2010,207,178,36918,218,86,132,Jigawa Farm,152,7425,Port Harcourt,Dry Season
2/11/2010,255,132,33550,134,-32,166,Ogun Growers,108,5832,"Lagos, Yaba",Dry Season
2/12/2010,198,137,27132,142,19,123,Kaduna Suppliers,116,9821,Ibadan,Dry Season
2/13/2010,134,186,24907,138,100,38,Kaduna Suppliers,163,3403,"Abuja, Wuse",Dry Season
2/14/2010,205,184,37720,247,76,171,Kaduna Suppliers,165,3706,Ibadan,Dry Season
2/15/2010,257,151,38750,173,-43,216,Local Farmer,108,6355,Port Harcourt,Dry Season
2/16/2010,175,160,28045,266,104,162,Jigawa Farm,131,3829,"Abuja, Wuse",Dry Season
2/17/2010,191,130,24894,159,50,109,Ogun Growers,101,6389,Port Harcourt,Dry Season
2/18/2010,225,141,31709,262,52,210,Kaduna Suppliers,119,7924,"Kano, Sabon Gari",Dry Season
2/19/2010,260,140,36489,292,75,217,Kaduna Suppliers,105,5305,"Lagos, Yaba",Dry Season
2/20/2010,138,154,21261,222,132,90,Ogun Growers,108,3224,"Kano, Sabon Gari",Dry Season
2/21/2010,225,137,30856,276,76,200,Kaduna Suppliers,101,3016,"Abuja, Wuse",Dry Season
2/22/2010,256,171,43857,146,-37,183,Local Farmer,125,4409,"Abuja, Wuse",Dry Season
2/23/2010,126,153,19230,261,160,101,Ogun Growers,129,5910,Ibadan,Dry Season
2/24/2010,145,190,27551,264,179,85,Local Farmer,170,8545,"Kano, Sabon Gari",Dry Season
2/25/2010,197,153,30166,134,-29,163,Jigawa Farm,137,9075,Port Harcourt,Dry Season
2/26/2010,289,185,53453,169,-112,281,Jigawa Farm,145,7585,"Lagos, Yaba",Dry Season
2/27/2010,150,141,21103,192,69,123,Ogun Growers,119,5490,"Abuja, Wuse",Dry Season
2/28/2010,287,143,40969,175,-69,244,Kaduna Suppliers,108,3882,Port Harcourt,Dry Season
3/1/2010,114,190,21672,148,65,83,Jigawa Farm,164,4568,Ibadan,Dry Season
3/2/2010,145,186,26952,173,85,88,Local Farmer,141,6676,"Abuja, Wuse",Dry Season
3/3/2010,141,154,21689,185,117,68,Ogun Growers,130,6758,"Lagos, Yaba",Dry Season
3/4/2010,212,154,32658,124,-53,177,Local Farmer,108,3913,"Abuja, Wuse",Dry Season
3/5/2010,155,181,28000,140,-6,146,Jigawa Farm,145,8620,Port Harcourt,Dry Season
3/6/2010,142,165,23369,243,151,92,Kaduna Suppliers,147,9719,"Kano, Sabon Gari",Dry Season
3/7/2010,219,148,32506,217,71,146,Kaduna Suppliers,131,9523,"Abuja, Wuse",Dry Season
3/8/2010,275,132,36380,106,-111,217,Kaduna Suppliers,114,5597,Port Harcourt,Dry Season
3/9/2010,237,189,44684,157,-58,215,Kaduna Suppliers,147,9952,"Kano, Sabon Gari",Dry Season
3/10/2010,107,189,20242,161,132,29,Jigawa Farm,138,9920,"Abuja, Wuse",Dry Season
3/11/2010,141,159,22455,202,108,94,Kaduna Suppliers,135,6619,"Kano, Sabon Gari",Dry Season
3/12/2010,250,186,46544,204,-35,239,Ogun Growers,161,9056,"Kano, Sabon Gari",Dry Season
3/13/2010,265,163,43160,216,9,207,Jigawa Farm,118,4765,"Lagos, Yaba",Dry Season
3/14/2010,164,150,24638,288,195,93,Jigawa Farm,114,9935,"Abuja, Wuse",Dry Season
3/15/2010,208,178,37088,262,129,133,Ogun Growers,160,9719,"Lagos, Yaba",Dry Season
3/16/2010,287,161,46238,167,-89,256,Local Farmer,118,8857,Ibadan,Dry Season
3/17/2010,190,141,26867,169,-8,177,Ogun Growers,124,5222,"Abuja, Wuse",Dry Season
3/18/2010,217,141,30649,289,131,158,Kaduna Suppliers,103,9895,"Lagos, Yaba",Dry Season
3/19/2010,298,190,56554,288,31,257,Ogun Growers,167,7023,"Abuja, Wuse",Dry Season
3/20/2010,124,180,22300,235,199,36,Local Farmer,151,3826,"Lagos, Yaba",Dry Season
3/21/2010,237,131,30989,254,66,188,Local Farmer,108,6671,Port Harcourt,Dry Season
3/22/2010,162,191,31014,197,87,110,Jigawa Farm,141,9355,Port Harcourt,Dry Season
3/23/2010,131,184,24086,119,32,87,Kaduna Suppliers,148,8035,"Kano, Sabon Gari",Dry Season
3/24/2010,280,168,46944,297,113,184,Local Farmer,117,3413,"Abuja, Wuse",Dry Season
3/25/2010,172,190,32613,285,158,127,Ogun Growers,156,9459,"Kano, Sabon Gari",Dry Season
3/26/2010,184,164,30210,268,155,113,Kaduna Suppliers,141,4825,Ibadan,Dry Season
3/27/2010,141,190,26761,217,106,111,Local Farmer,152,6574,"Abuja, Wuse",Dry Season
3/28/2010,139,145,20167,286,187,99,Local Farmer,111,5821,"Lagos, Yaba",Dry Season
3/29/2010,109,156,17049,284,175,109,Local Farmer,124,9180,"Abuja, Wuse",Dry Season
3/30/2010,254,147,37339,117,-121,238,Kaduna Suppliers,126,8611,Port Harcourt,Dry Season
3/31/2010,179,174,31165,237,105,132,Jigawa Farm,150,6744,"Kano, Sabon Gari",Dry Season
4/1/2010,257,182,46821,213,18,195,Jigawa Farm,132,5295,Port Harcourt,Dry Season
4/2/2010,217,183,39758,212,-3,215,Ogun Growers,142,7191,Port Harcourt,Dry Season
4/3/2010,232,138,31968,102,-125,227,Ogun Growers,113,5438,Port Harcourt,Dry Season
4/4/2010,178,170,30307,246,166,80,Ogun Growers,128,5514,"Kano, Sabon Gari",Dry Season
4/5/2010,181,138,25021,289,148,141,Jigawa Farm,98,3981,Ibadan,Dry Season
4/6/2010,202,181,36535,102,-1,103,Ogun Growers,141,6185,"Lagos, Yaba",Dry Season
4/7/2010,256,151,38667,207,33,174,Ogun Growers,125,8620,Port Harcourt,Dry Season
4/8/2010,159,130,20687,288,226,62,Ogun Growers,100,4541,Ibadan,Dry Season
4/9/2010,134,139,18690,158,61,97,Kaduna Suppliers,117,4217,Ibadan,Dry Season
4/10/2010,121,160,19358,145,40,105,Ogun Growers,138,4120,"Lagos, Yaba",Dry Season
4/11/2010,242,160,38697,215,67,148,Kaduna Suppliers,142,5916,Port Harcourt,Dry Season
4/12/2010,106,142,15052,191,152,39,Ogun Growers,105,4032,"Lagos, Yaba",Dry Season
4/13/2010,268,151,40430,191,6,185,Ogun Growers,119,4468,Ibadan,Dry Season
4/14/2010,286,174,49874,224,22,202,Kaduna Suppliers,140,4300,"Abuja, Wuse",Dry Season
4/15/2010,180,137,24696,138,9,129,Kaduna Suppliers,111,7950,"Abuja, Wuse",Dry Season
4/16/2010,263,184,48458,180,-75,255,Kaduna Suppliers,160,7396,"Kano, Sabon Gari",Dry Season
4/17/2010,226,144,32538,172,-12,184,Ogun Growers,113,6590,Port Harcourt,Dry Season
4/18/2010,184,144,26488,154,42,112,Ogun Growers,128,8205,Port Harcourt,Dry Season
4/19/2010,288,192,55203,282,74,208,Jigawa Farm,163,3973,Ibadan,Dry Season
4/20/2010,162,168,27275,220,146,74,Kaduna Suppliers,131,3111,"Kano, Sabon Gari",Dry Season
4/21/2010,219,157,34353,284,123,161,Ogun Growers,136,6055,"Kano, Sabon Gari",Dry Season
4/22/2010,228,131,29836,257,94,163,Kaduna Suppliers,114,7173,Ibadan,Dry Season
4/23/2010,128,170,21730,195,101,94,Ogun Growers,123,3148,"Lagos, Yaba",Dry Season
4/24/2010,205,134,27421,239,89,150,Kaduna Suppliers,101,5025,"Lagos, Yaba",Dry Season
4/25/2010,141,176,24832,212,154,58,Ogun Growers,144,9956,"Lagos, Yaba",Dry Season
4/26/2010,147,178,26234,194,131,63,Kaduna Suppliers,138,9218,Ibadan,Dry Season
4/27/2010,140,144,20213,126,31,95,Local Farmer,120,8339,Port Harcourt,Dry Season
4/28/2010,160,133,21224,166,50,116,Local Farmer,103,6382,"Lagos, Yaba",Dry Season
4/29/2010,208,133,27637,114,-6,120,Jigawa Farm,108,4760,Port Harcourt,Dry Season
4/30/2010,104,143,14835,156,116,40,Kaduna Suppliers,102,6946,Ibadan,Dry Season
5/1/2010,147,149,21936,220,147,73,Jigawa Farm,131,9978,"Lagos, Yaba",Dry Season
5/2/2010,205,161,33055,267,138,129,Jigawa Farm,124,9210,Port Harcourt,Dry Season
5/3/2010,164,131,21463,235,116,119,Kaduna Suppliers,93,5858,Port Harcourt,Dry Season
5/4/2010,145,136,19790,165,36,129,Jigawa Farm,103,9183,"Abuja, Wuse",Dry Season
5/5/2010,192,135,25920,283,176,107,Local Farmer,102,9960,"Kano, Sabon Gari",Dry Season
5/6/2010,250,130,32564,129,-27,156,Kaduna Suppliers,105,9651,"Kano, Sabon Gari",Dry Season
5/7/2010,282,183,51696,277,35,242,Kaduna Suppliers,157,4166,Ibadan,Dry Season
5/8/2010,186,158,29420,255,124,131,Kaduna Suppliers,137,4767,Port Harcourt,Dry Season
5/9/2010,273,146,39961,149,-94,243,Ogun Growers,119,6542,"Kano, Sabon Gari",Dry Season
5/10/2010,225,164,36939,275,52,223,Kaduna Suppliers,119,5632,"Kano, Sabon Gari",Dry Season
5/11/2010,120,176,21136,206,94,112,Jigawa Farm,144,7650,"Abuja, Wuse",Dry Season
5/12/2010,171,181,30944,111,33,78,Kaduna Suppliers,137,8695,"Abuja, Wuse",Dry Season
5/13/2010,125,157,19620,259,163,96,Ogun Growers,113,8613,"Kano, Sabon Gari",Dry Season
5/14/2010,169,168,28372,125,17,108,Local Farmer,137,6900,"Lagos, Yaba",Dry Season
5/15/2010,134,158,21121,256,123,133,Ogun Growers,122,4188,"Abuja, Wuse",Dry Season
5/16/2010,147,133,19494,198,121,77,Kaduna Suppliers,111,5553,"Abuja, Wuse",Dry Season
5/17/2010,190,152,28938,247,100,147,Local Farmer,129,4458,"Abuja, Wuse",Dry Season
5/18/2010,266,133,35475,193,18,175,Jigawa Farm,95,5697,Ibadan,Dry Season
5/19/2010,281,148,41663,111,-131,242,Kaduna Suppliers,121,3503,Port Harcourt,Dry Season
5/20/2010,195,175,34070,221,39,182,Kaduna Suppliers,146,3788,Port Harcourt,Dry Season
5/21/2010,113,177,20015,205,94,111,Local Farmer,138,3551,"Lagos, Yaba",Dry Season
5/22/2010,104,181,18861,288,242,46,Ogun Growers,137,4287,"Abuja, Wuse",Dry Season
5/23/2010,189,179,33829,161,-11,172,Jigawa Farm,154,9485,Ibadan,Dry Season
5/24/2010,286,184,52601,159,-90,249,Ogun Growers,149,8760,"Abuja, Wuse",Dry Season
5/25/2010,144,146,20991,140,92,48,Kaduna Suppliers,105,7066,Port Harcourt,Dry Season
5/26/2010,291,134,39079,197,-38,235,Local Farmer,110,9248,"Lagos, Yaba",Dry Season
5/27/2010,286,192,54912,123,-72,195,Ogun Growers,152,8722,Ibadan,Dry Season
5/28/2010,285,143,40726,116,-134,250,Jigawa Farm,127,5901,Port Harcourt,Dry Season
5/29/2010,121,153,18534,290,173,117,Ogun Growers,130,6863,Ibadan,Dry Season
5/30/2010,201,131,26358,292,91,201,Kaduna Suppliers,117,9578,"Lagos, Yaba",Dry Season
5/31/2010,292,179,52192,187,-45,232,Ogun Growers,136,8150,Ibadan,Dry Season
6/1/2010,168,226,37941,193,29,164,Jigawa Farm,166,8810,Port Harcourt,Rainy Season
6/2/2010,152,220,33398,156,98,58,Local Farmer,162,5639,"Kano, Sabon Gari",Rainy Season
6/3/2010,180,238,42845,272,182,90,Jigawa Farm,185,5283,Port Harcourt,Rainy Season
6/4/2010,182,215,39195,191,51,140,Jigawa Farm,152,5125,"Abuja, Wuse",Rainy Season
6/5/2010,154,200,30822,227,121,106,Local Farmer,164,8758,Port Harcourt,Rainy Season
6/6/2010,128,197,25180,276,198,78,Jigawa Farm,165,8552,"Lagos, Yaba",Rainy Season
6/7/2010,120,220,26380,223,121,102,Kaduna Suppliers,175,6736,"Abuja, Wuse",Rainy Season
6/8/2010,170,223,37876,229,144,85,Kaduna Suppliers,166,8555,"Kano, Sabon Gari",Rainy Season
6/9/2010,133,203,27040,156,24,132,Jigawa Farm,165,8194,"Kano, Sabon Gari",Rainy Season
6/10/2010,199,219,43591,205,10,195,Kaduna Suppliers,182,5720,"Lagos, Yaba",Rainy Season
6/11/2010,186,236,43834,193,24,169,Ogun Growers,196,7075,"Kano, Sabon Gari",Rainy Season
6/12/2010,172,205,35339,102,17,85,Ogun Growers,145,6074,Ibadan,Rainy Season
6/13/2010,141,205,28941,268,191,77,Ogun Growers,171,3403,Ibadan,Rainy Season
6/14/2010,122,221,26928,289,197,92,Jigawa Farm,190,6302,Port Harcourt,Rainy Season
6/15/2010,177,203,35983,154,70,84,Kaduna Suppliers,150,5335,"Kano, Sabon Gari",Rainy Season
6/16/2010,106,223,23662,216,168,48,Local Farmer,167,3857,"Kano, Sabon Gari",Rainy Season
